title,company,location,salary,skills,link,source
E-commerce Executive,Inara Home Decor,Mumbai,"₹ 3,00,000 - 3,60,000","Attention to Detail, Coordination, Effective Communication, Multitasking, Problem Solving",https://internshala.com/job/detail/e-commerce-executive-job-in-mumbai-at-inara-home-decor1745468153,Internshala
Business Development Executive,UniAcco,Mumbai,"₹ 3,00,000 - 3,60,000","Effective Communication, English Proficiency (Spoken), English Proficiency (Written),",https://internshala.com/job/detail/fresher-business-development-executive-job-in-mumbai-at-uniacco1745648556,Internshala
Accounts Executive,Mud Ash Foodworks Pvt. Ltd,Bangalore,"₹ 3,00,000 - 3,60,000","Accounting, Bank Reconciliation, Financial Reporting, GST, Tally",https://internshala.com/job/detail/accounts-executive-job-in-bangalore-at-mud-ash-foodworks-pvt-ltd1745901710,Internshala
Graphic Designer,Hosa Life And Style LLP,Pune,"₹ 3,00,000 - 3,60,000","Adobe After Effects, Adobe Creative Suite, Adobe Premiere Pro, Canva, Capcut,",https://internshala.com/job/detail/graphic-designer-job-in-multiple-locations-at-hosa-life-and-style-llp1746269331,Internshala
Air Export Executive,Green Freight Pvt. Limited,Faridabad,"₹ 3,00,000 - 3,60,000","English Proficiency (Spoken), English Proficiency (Written),",https://internshala.com/job/detail/business-development-executive-job-in-multiple-locations-at-green-freight-pvt-limited1744365815,Internshala
Sales And Marketing Manager,Home Canvas,Bangalore,"₹ 3,00,000 - 3,60,000","MS-Excel, Presentation skills, Sales,",https://internshala.com/job/detail/fresher-sales-and-marketing-manager-job-in-bangalore-at-home-canvas1745388813,Internshala
Junior Video Editor,Aditya Vastu Studio,Pune,"₹ 3,00,000 - 3,60,000","Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Final Cut Pro, Video Editing, Video Making",https://internshala.com/job/detail/junior-video-editor-job-in-pune-at-aditya-vastu-studio1744359870,Internshala
Interior Designer,Inner Fusion LLP,Mumbai,"₹ 3,00,000 - 3,60,000","AutoCAD, MS-Excel, MS-Office, MS-PowerPoint, MS-Word",https://internshala.com/job/detail/interior-designer-job-in-mumbai-at-inner-fusion-llp1745210230,Internshala
Business Development & Sales Executive,WonderLab,Delhi,"₹ 3,00,000 - 3,60,000","Business Development, Client Relationship Management (CRM), Effective Communication, Interpersonal skills, Lead Generation, Marketing, Sales, Sales Support",https://internshala.com/job/detail/business-development-sales-executive-job-in-multiple-locations-at-wonderlab1744717275,Internshala
Video Editor,Simit Bhagat Studios,Mumbai,"₹ 3,00,000 - 3,60,000","Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Final Cut Pro, Video Editing, Video Making,   ",https://internshala.com/job/detail/video-editor-job-in-mumbai-at-simit-bhagat-studios1743666811,Internshala
Associate Content Writer,Next Labs,Mumbai,"₹ 3,00,000 - 3,60,000","Content Writing, Creative Writing, Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Report Writing, Search Engine Optimization (SEO),",https://internshala.com/job/detail/associate-content-writer-job-in-mumbai-at-next-labs1744891206,Internshala
Motor Support,CoverYou,Gurgaon,"₹ 3,00,000 - 3,60,000","Effective Communication, MS-Excel,",https://internshala.com/job/detail/motor-support-job-in-gurgaon-at-coveryou1744701040,Internshala
Telecaller,PARSIPANNY TECHNOLOGIES PRIVATE LIMITED,Hyderabad,"₹ 3,00,000 - 3,60,000","English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Telugu Proficiency (Spoken)",https://internshala.com/job/detail/telecaller-job-in-hyderabad-at-parsipanny-technologies-private-limited1746628335,Internshala
Network Engineer,Urbaforce Solutions Private Limited,Delhi,"₹ 3,00,000 - 3,60,000","CCNA, Computer Networking, Computer Networks, Microsoft Project, MS-Office, Network Configuration, Networking, Network Monitoring, Network protocols, Project Management, Sales,   ",https://internshala.com/job/detail/network-engineer-job-in-multiple-locations-at-urbaforce-solutions-private-limited1746535686,Internshala
Admission Counsellor (Sales),Indian Institute Of Art & Design - IIAD,Delhi,"₹ 3,00,000 - 3,60,000","Effective Communication, Sales,",https://internshala.com/job/detail/fresher-admission-counsellor-sales-job-in-multiple-locations-at-indian-institute-of-art-design-iiad1746525240,Internshala
PHP Developer,Success Ladder Technologies,Alwar,"₹ 3,00,000 - 3,60,000","Laravel, PHP",https://internshala.com/job/detail/php-developer-job-in-alwar-at-success-ladder-technologies1746435258,Internshala
Motion Designer,Pinnacle Developers,Bangalore,"₹ 3,00,000 - 3,60,000","Adobe After Effects, Adobe Creative Suite, Adobe Premiere Pro, Animation, Motion Graphics,",https://internshala.com/job/detail/motion-designer-job-in-bangalore-at-pinnacle-developers1746272931,Internshala
Process Associate - UK Shift,H.E. Global Private Limited,Ahmedabad,"₹ 3,00,000 - 3,60,000","Customer Support, Effective Communication, MS-Office,",https://internshala.com/job/detail/fresher-process-associate-uk-shift-job-in-ahmedabad-at-he-global-private-limited1746269657,Internshala
Performance Marketing Executive,Growth Factoryy,Work from home,"₹ 3,00,000 - 3,60,000","Facebook Ads, Google AdWords, Performance Marketing",https://internshala.com/job/detail/remote-performance-marketing-executive-job-at-growth-factoryy1746179285,Internshala
Junior Operations Associate,UniAcco,Mumbai,"₹ 3,00,000 - 3,60,000","English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-PowerPoint, MS-Word,   ",https://internshala.com/job/detail/fresher-junior-operations-associate-job-in-mumbai-at-uniacco1746169898,Internshala
Business Development Executive,KERMIS EVENTS PRIVATE LIMITED,Mumbai,"₹ 3,00,000 - 3,60,000","Business Development, Cold Calling, Email Marketing, English Proficiency (Spoken), Leadership, Lead Generation, Marketing Strategy, MS-Excel, Networking, Strategy,   ",https://internshala.com/job/detail/fresher-business-development-executive-job-in-mumbai-at-dinesh-agarwal1746159189,Internshala
Design Engineer,The RAD Workshop,Work from home,"₹ 3,00,000 - 3,60,000","Autodesk Fusion 360, KeyShot, SolidWorks",https://internshala.com/job/detail/remote-design-engineer-job-at-the-rad-workshop1746115016,Internshala
Senior Supply Chain Manager (SCM),Globbly Ventures,Delhi,"₹ 3,00,000 - 3,60,000","Effective Communication, Invoice Processing, MS-Office, Negotiation, Sales Strategy,",https://internshala.com/job/detail/senior-supply-chain-manager-scm-job-in-delhi-at-globbly-ventures1746103161,Internshala
Account Manager - Digital Marketing,App Successor,Delhi,"₹ 3,00,000 - 3,60,000","Digital Marketing,   ",https://internshala.com/job/detail/fresher-account-manager-digital-marketing-job-in-multiple-locations-at-app-successor1746103059,Internshala
Artificial Intelligence (AI) Associate,Networkbay Retail,Work from home,"₹ 3,00,000 - 3,60,000","Artificial intelligence, Machine Learning",https://internshala.com/job/detail/fresher-remote-artificial-intelligence-ai-associate-job-at-networkbay-retail1746080210,Internshala
Office Operations Specialist,JP Financial,Mumbai,"₹ 3,00,000 - 3,60,000","Effective Communication, English Proficiency (Spoken), MS-Office, Multitasking,",https://internshala.com/job/detail/fresher-junior-operations-executive-job-in-mumbai-at-jp-financial1745922085,Internshala
Accountant,Hariom Enterprises,Patna,"₹ 3,00,000 - 3,60,000","Accounting, MS-Excel, Tally",https://internshala.com/job/detail/accountant-job-in-patna-at-hariom-enterprises1745917526,Internshala
Inside Sales Associate,Ascend School Of Construction Business,Work from home,"₹ 3,00,000 - 3,60,000","English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Prospecting, Sales,   ",https://internshala.com/job/detail/fresher-remote-inside-sales-associate-job-at-ascend-school-of-construction-business1745913566,Internshala
Chef (All Rounder),Blueberry Restobar,Bangalore,"₹ 3,00,000 - 3,60,000",Culinary Arts,https://internshala.com/job/detail/part-time-chef-all-rounder-job-in-bangalore-at-blueberry-restobar1745910799,Internshala
Customer Support & Content Creator,Pickmytrade,Work from home,"₹ 3,00,000 - 3,60,000","Stock Trading,   ",https://internshala.com/job/detail/fresher-remote-customer-support-content-creator-job-at-pickmytrade1745846707,Internshala
Client Service Specialist,Adhyyan Books International Private Limited,Gurgaon,"₹ 3,00,000 - 3,60,000","English Proficiency (Spoken), English Proficiency (Written), MS-Excel,",https://internshala.com/job/detail/client-service-specialist-job-in-gurgaon-at-adhyyan-books-international-private-limited1745727372,Internshala
Chef,Rivercrest Stays,Nashik,"₹ 3,00,000 - 3,60,000",Culinary Arts,https://internshala.com/job/detail/chef-job-in-nashik-at-rivercrest-stays1745672330,Internshala
Business Development Associate,UFZ Unifabz Private Limited,Bangalore,"₹ 3,00,000 - 3,60,000","Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills, MS-Excel, Networking, Sales Strategy, Social Media Marketing,   ",https://internshala.com/job/detail/fresher-business-development-associate-job-in-bangalore-at-ufz-unifabz-private-limited1745584023,Internshala
Virtual Assistant,Infinity Business Solutions,Work from home,"₹ 3,00,000 - 3,60,000","Canva, Document Management, Email Management, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Scheduling,   ",https://internshala.com/job/detail/fresher-remote-virtual-assistant-job-at-infinity-business-solutions1745581395,Internshala
Business Development Executive,Qwerty Brand Solutions,Gurgaon,"₹ 3,00,000 - 3,60,000","Client Relationship, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Negotiation, Problem Solving, Sales,",https://internshala.com/job/detail/business-development-executive-job-in-gurgaon-at-qwerty-brand-solutions1745561724,Internshala
Digital Marketing Executive,E Publication Services Pvt Ltd,Panchkula,"₹ 3,00,000 - 3,60,000","Digital Marketing, English Proficiency (Written), Facebook Ads",https://internshala.com/job/detail/digital-marketing-executive-job-in-panchkula-at-e-publication-services-pvt-ltd1745495655,Internshala
Associate Software Developer,Aaptatt,Work from home,"₹ 3,00,000 - 3,60,000","Java, JavaScript, MySQL, React Native,   ",https://internshala.com/job/detail/fresher-remote-associate-software-developer-job-at-aaptatt1745477697,Internshala
Front End Developer,Hatchlo Solutions Pvt Ltd,Work from home,"₹ 3,00,000 - 3,60,000","JavaScript, PHP, Tailwind CSS, Vue.js,   ",https://internshala.com/job/detail/remote-front-end-developer-job-at-hatchlo-solutions-pvt-ltd1745477296,Internshala
Interior Designer,SNS Designs,Bangalore,"₹ 3,00,000 - 3,60,000","Adobe Photoshop, AutoCAD, Enscape, Google SketchUp, MS-Office, Sketching, V-Ray",https://internshala.com/job/detail/interior-designer-job-in-bangalore-at-sns-designs1745314167,Internshala
Cinematographer,Wish A Brand,Delhi,"₹ 3,00,000 - 3,60,000","Photography, Video Making,",https://internshala.com/job/detail/cinematographer-job-in-delhi-at-wish-a-brand1745314113,Internshala
MOTHER TEACHER (PRE-PRIMARY TEACHER),Hustlr Staffing Services,Agra,"₹ 3,00,000 - 3,60,000","Classroom Management, Curriculum Development, Effective Communication, Interpersonal skills, Teaching",https://internshala.com/job/detail/mother-teacher-pre-primary-teacher-job-in-agra-at-hustlr-staffing-services1745311635,Internshala
Content Creator,Aya's,Noida,"₹ 3,00,000 - 3,60,000","Content Editing, Content Marketing, Photography, Social Media Marketing,   ",https://internshala.com/job/detail/fresher-male-content-creator-job-in-noida-at-ayas1745299679,Internshala
React Developer,ONE XL INFO LLP,Pune,"₹ 3,00,000 - 3,60,000","CSS, HTML, React, Redux, REST API",https://internshala.com/job/detail/react-developer-job-in-pune-at-one-xl-info-llp1745226182,Internshala
UI/UX Designer,ONE XL INFO LLP,Pune,"₹ 3,00,000 - 3,60,000","Adobe XD, Figma, Sketch, UI & UX Design",https://internshala.com/job/detail/ui-ux-designer-job-in-pune-at-one-xl-info-llp1745219900,Internshala
Web Developer,ONE XL INFO LLP,Pune,"₹ 3,00,000 - 3,60,000","CSS, Git, HTML, JavaScript, MongoDB, Node.js, SQL",https://internshala.com/job/detail/web-developer-job-in-pune-at-one-xl-info-llp1745219792,Internshala
Corporate Sales Executive,GRNconnect.com,Faridabad,"₹ 3,00,000 - 3,60,000","Effective Communication, Email Management,   ",https://internshala.com/job/detail/corporate-sales-executive-job-in-multiple-locations-at-grnconnectcom1744971820,Internshala
Sales & Business Development Executive,Taabur,Delhi,"₹ 3,00,000 - 3,60,000","Business Development, Client Relationship Management (CRM), Effective Communication, English Proficiency (Spoken), Interpersonal skills, Lead Generation, Marketing, Sales, Sales Management, Sales Strategy, Sales Support",https://internshala.com/job/detail/sales-business-development-executive-job-in-multiple-locations-at-taabur1744968117,Internshala
Landing Page,Growthify Media,Gurgaon,"₹ 3,00,000 - 3,60,000",Figma,https://internshala.com/job/detail/landing-page-job-in-gurgaon-at-growthify-media1744952388,Internshala
Senior Designer - Sales Page,Growthify Media,Gurgaon,"₹ 3,00,000 - 3,60,000","Conversion Rate Optimization, Design Thinking, Figma, WordPress",https://internshala.com/job/detail/senior-designer-sales-page-job-in-gurgaon-at-growthify-media1744889910,Internshala
Graphic Designer,Children Of India Foundation (CIF),Bangalore,"₹ 3,00,000 - 3,60,000","Adobe Photoshop, CorelDRAW, Video Editing,",https://internshala.com/job/detail/graphic-designer-job-in-bangalore-at-children-of-india-foundation-cif1744887768,Internshala
Influencer Marketing Executive,WYLD,Mumbai,"₹ 3,00,000 - 3,60,000","Effective Communication, Influencer Marketing, Social Media Marketing,",https://internshala.com/job/detail/influencer-marketing-executive-job-in-mumbai-at-wyld1744885827,Internshala
Management Trainee- Exim (Export & Import Documentation),Ravileela Granites Limited,Secunderabad,"₹ 3,00,000 - 3,60,000","Digital Marketing, Interpersonal skills,",https://internshala.com/job/detail/management-trainee-exim-export-import-documentation-job-in-secunderabad-at-ravileela-granites-limited1744705956,Internshala
Digital Marketing Associate,Shake My Social,Thane West,"₹ 3,00,000 - 3,60,000","Digital Marketing, Facebook Ads, Facebook Marketing, Google AdWords, Google Analytics, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO)",https://internshala.com/job/detail/digital-marketing-associate-job-in-thane-west-at-shake-my-social1744698892,Internshala
